c0 c100 d0 d0 o0
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c96 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c96 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c9 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c98 c5 d0 d0 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
c85 c11 d0 d1 o1
c98 c5 d0 d0 o1
c85 c8 d0 d1 o1
